question,answer_llm,answer_orig,document
Do Gemini or Groq have something similar to OpenAI’s JSON response mode for this use case?,"Yes — according to the context, most providers have an equivalent.

- **Gemini**: use `response_mime_type=""application/json""`
- **Groq**: use `response_format`

So for this use case, you don’t have to rely on OpenAI specifically.","The LLM sometimes wraps the JSON in a markdown code fence or adds prose around it, so `json.loads(response)` fails with:

```
JSONDecodeError: Expecting value: line 1 column 1 (char 0)
```

Force JSON output with OpenAI's `response_format`:

```python
response = openai_client.chat.completions.create(
    model='gpt-4o-mini',
    messages=[{""role"": ""user"", ""content"": prompt}],
    response_format={""type"": ""json_object""},
)
parsed = json.loads(response.choices[0].message.content)
```

Also be explicit in the prompt about the expected shape:

```
Output a JSON object with a single key ""questions"" whose value is a list of 5 strings.
Do not include any extra text, explanation, or formatting.
```

Most providers have an equivalent (Gemini's `response_mime_type=""application/json""`, Groq's `response_format`, etc.).",a3c7e1b4f9
Why does my Jupyter notebook crash when I try to embed the ground-truth data in Module 4?,"Your notebook is likely crashing because the machine runs out of RAM while loading the embedding model and keeping the rest of the notebook state in memory.

Common fixes:
- Use a smaller embedder, like `sentence-transformers/all-MiniLM-L6-v2`
- Run the embedding step in a separate Python script and load the saved vectors back into the notebook
- Use a machine with more RAM, or run locally
- Process the ground-truth set in batches and free memory between batches with `del` and `gc.collect()`

","Small-RAM machines (Codespaces default, low-end laptops) run out of memory when an embedding model is loaded alongside the rest of the notebook state.

Workarounds:

- Switch to a smaller embedder. `sentence-transformers/all-MiniLM-L6-v2` (384-dim) is a common drop-in. Note: switching models will change your hit-rate / MRR numbers, so re-run the eval after the switch.
- Move the embedding step into a separate Python script that you run from the terminal, then load the saved vectors back into the notebook.
- Use a Codespaces machine type with more RAM (Settings → ""Machine type"" on a Codespace), or run locally.
- Process the ground-truth set in batches and free memory between batches (`del`, `gc.collect()`).",b8f2d6a30c
What can I do if embedding the eval set makes my Codespaces kernel run out of memory?,"If embedding the eval set makes your Codespaces kernel run out of memory, try one of these workarounds:

- Use a smaller embedder, like `sentence-transformers/all-MiniLM-L6-v2` (384-dim).  
  - If you switch models, re-run the eval because hit-rate / MRR will change.
- Move the embedding step into a separate Python script, run it from the terminal, and then load the saved vectors back into the notebook.
- Use a Codespaces machine type with more RAM, or run locally.
- Process the ground-truth set in batches and free memory between batches with `del` and `gc.collect()`.

If you want, I can also help you pick the best option for your setup.","Small-RAM machines (Codespaces default, low-end laptops) run out of memory when an embedding model is loaded alongside the rest of the notebook state.

Workarounds:

- Switch to a smaller embedder. `sentence-transformers/all-MiniLM-L6-v2` (384-dim) is a common drop-in. Note: switching models will change your hit-rate / MRR numbers, so re-run the eval after the switch.
- Move the embedding step into a separate Python script that you run from the terminal, then load the saved vectors back into the notebook.
- Use a Codespaces machine type with more RAM (Settings → ""Machine type"" on a Codespace), or run locally.
- Process the ground-truth set in batches and free memory between batches (`del`, `gc.collect()`).",b8f2d6a30c
Is there a smaller sentence-transformers model I can use instead of the default embedder for the evaluation assignment?,"Yes — `sentence-transformers/all-MiniLM-L6-v2` is a smaller alternative mentioned for Module 4 evaluation. It’s a common drop-in and uses 384 dimensions.

Just keep in mind that if you switch models, your evaluation metrics like hit-rate and MRR will change, so you should re-run the evaluation after switching.","Small-RAM machines (Codespaces default, low-end laptops) run out of memory when an embedding model is loaded alongside the rest of the notebook state.

Workarounds:

- Switch to a smaller embedder. `sentence-transformers/all-MiniLM-L6-v2` (384-dim) is a common drop-in. Note: switching models will change your hit-rate / MRR numbers, so re-run the eval after the switch.
- Move the embedding step into a separate Python script that you run from the terminal, then load the saved vectors back into the notebook.
- Use a Codespaces machine type with more RAM (Settings → ""Machine type"" on a Codespace), or run locally.
- Process the ground-truth set in batches and free memory between batches (`del`, `gc.collect()`).",b8f2d6a30c
Can I run the embedding step outside the notebook and then import the saved vectors back in later?,"Yes — the context says you can move the embedding step into a separate Python script, run it from the terminal, and then load the saved vectors back into the notebook later.","Small-RAM machines (Codespaces default, low-end laptops) run out of memory when an embedding model is loaded alongside the rest of the notebook state.

Workarounds:

- Switch to a smaller embedder. `sentence-transformers/all-MiniLM-L6-v2` (384-dim) is a common drop-in. Note: switching models will change your hit-rate / MRR numbers, so re-run the eval after the switch.
- Move the embedding step into a separate Python script that you run from the terminal, then load the saved vectors back into the notebook.
- Use a Codespaces machine type with more RAM (Settings → ""Machine type"" on a Codespace), or run locally.
- Process the ground-truth set in batches and free memory between batches (`del`, `gc.collect()`).",b8f2d6a30c
How do I avoid memory issues when processing the ground-truth set in batches during evaluation?,"Process the ground-truth set in batches, and free memory between batches using `del` and `gc.collect()`.

If you still run into memory issues, other workarounds are:
- use a smaller embedder like `sentence-transformers/all-MiniLM-L6-v2`
- move embedding into a separate Python script and load the saved vectors back
- use a machine with more RAM","Small-RAM machines (Codespaces default, low-end laptops) run out of memory when an embedding model is loaded alongside the rest of the notebook state.

Workarounds:

- Switch to a smaller embedder. `sentence-transformers/all-MiniLM-L6-v2` (384-dim) is a common drop-in. Note: switching models will change your hit-rate / MRR numbers, so re-run the eval after the switch.
- Move the embedding step into a separate Python script that you run from the terminal, then load the saved vectors back into the notebook.
- Use a Codespaces machine type with more RAM (Settings → ""Machine type"" on a Codespace), or run locally.
- Process the ground-truth set in batches and free memory between batches (`del`, `gc.collect()`).",b8f2d6a30c
Why am I still getting rate-limited even after adding a 4-second sleep between Gemini requests?,"Adding `time.sleep(4)` only helps with the **per-minute** Gemini limit. You can still get rate-limited if your loop is long enough to exceed the **per-day** quota in a single run.

What to do:
- use a cheaper/higher-limit model like `gpt-4o-mini` on OpenAI,
- or Groq’s free tier (`llama-3.3-70b-versatile`),
- reduce concurrency if you’re using threads,
- and save progress periodically so you can resume after hitting the limit.","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
What can I use instead of free-tier Gemini if I need to generate the full ground-truth dataset without hitting quotas?,"You can use **OpenAI `gpt-4o-mini`** instead. The context says it’s **cheap enough to generate the whole ground-truth set** and has **higher rate limits** than free-tier Gemini.

If you want a free option, **Groq’s free tier with `llama-3.3-70b-versatile`** is another choice with generous request-per-minute limits.","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
"Would switching to a different model like gpt-4o-mini or Groq help with rate limits, and which one is better for this case?","Yes — switching can help with rate limits.

For this case, the context suggests:

- **`gpt-4o-mini` on OpenAI**: good choice if you can spend a few dollars. It has **higher rate limits** and is cheap enough for generating the whole ground-truth dataset.
- **Groq (`llama-3.3-70b-versatile`)**: also a good option, especially if you want to stay on a **free tier** with **generous requests-per-minute limits**.

**Which is better here?**
- If you want the **simplest reliable fix** and don’t mind spending a little: **`gpt-4o-mini`**.
- If you want **free** and mainly need to avoid per-minute limits: **Groq**.

Also, the context notes that **lowering concurrency** and **resuming from saved progress** help too, because even with `time.sleep(4)`, you can still hit **daily quotas**.","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
How can I avoid blowing through the API quota when I’m using a thread pool for ground-truth generation?,"To avoid blowing through the API quota when using a thread pool for ground-truth generation:

- **Lower the concurrency**: use a smaller thread pool, like **2–3 workers**, instead of pushing the API hard.
- **Save progress periodically**: write partial results to a **JSONL file** or similar so you can **resume from where you stopped** if you hit a limit.
- If quota is still a problem, consider using a service with better limits, like **Groq’s free tier** or **OpenAI `gpt-4o-mini`**.","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
"If my run gets stopped by a rate limit, what’s the best way to continue without losing all the partial results?","The best way is to **resume from where you stopped** by **saving progress periodically**.

A good approach is to dump partial results to a **JSONL file** as you go, so if a rate limit stops the run, you don’t lose everything and can continue from the saved state.","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
How do I fix the WinError 126 / fbgemm.dll missing error in PyTorch on Windows?,"To fix the **WinError 126 / `fbgemm.dll` missing** error in PyTorch on Windows, try one of these:

1. **Install the Visual C++ Redistributable**
2. **Install Visual Studio**  
   - Make sure it is **Visual Studio**, not **Visual Studio Code**

If you want more details, see: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)","- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
What should I install if Python says it can't load torch\lib\fbgemm.dll on Windows 10/11?,"Install the **Visual C++ Redistributable**.

If that doesn’t fix it, also install **Visual Studio** (not Visual Studio Code).","- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
"Is Visual Studio Code enough for the fbgemm.dll dependency error, or do I need Visual Studio itself?","You need **Visual Studio itself**, not just **Visual Studio Code**.

The context says for the `fbgemm.dll` error the solution is to install:

- **Visual C++ Redistributable**
- **Visual Studio, not Visual Studio Code**

","- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
"Why am I getting OSError: [WinError 126] when importing torch on Windows, and how can I solve it?","This error usually means a required Windows dependency for PyTorch is missing, not that `torch` itself is broken.

**How to solve it:**
1. **Install the Visual C++ Redistributable**
2. If that doesn’t help, **install Visual Studio** — **not** Visual Studio Code

More details here: https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969","- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
Do I need the Visual C++ Redistributable to resolve the PyTorch fbgemm.dll missing module problem on Windows?,"Yes — for that Windows `fbgemm.dll` missing-module error, one of the suggested fixes is to install the **Visual C++ Redistributable**.

The context also mentions another possible solution: install **Visual Studio** (not Visual Studio Code).","- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
"Why do I get `psycopg2.OperationalError: could not translate host name ""postgres""` when I run `python prep.py`?","Because `prep.py` is trying to connect to a host named `postgres`, but on your setup that hostname can’t be resolved.

To fix it, update your `.env` file:

```ini
POSTGRES_HOST=localhost
```

Then run `python prep.py` again.","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
What should I change in my `.env` file if the database host `postgres` can't be resolved?,"Change `POSTGRES_HOST` in your `.env` file from `postgres` to `localhost`:

```ini
POSTGRES_HOST=localhost
```","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
How can I fix the `No such host is known` error when `prep.py` tries to connect to Postgres?,"Update your `.env` file and set:

```ini
POSTGRES_HOST=localhost
```

This fixes the `could not translate host name ""postgres""` / `No such host is known` error when `prep.py` tries to connect to Postgres.","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
"Is `POSTGRES_HOST=postgres` wrong for running the script locally, and what should it be instead?","Yes — for running the script locally, `POSTGRES_HOST=postgres` is wrong. It should be:

```ini
POSTGRES_HOST=localhost
```","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
What’s the quickest way to stop `python prep.py` from failing with a Postgres host lookup error?,Set `POSTGRES_HOST=localhost` in your `.env` file.,"To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
How do I make Pandas show the full text in a column instead of cutting it off?,"Use:

```python
pd.set_option('display.max_colwidth', None)
```

This tells Pandas not to truncate text in columns.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"Why is my Explanation column in the offline rag evaluation notebook getting truncated, and how can I see the whole thing?","Pandas is truncating the `Explanation` column because its default `display.max_colwidth` is 50 characters.

To see the full text in the notebook, run:

```python
pd.set_option('display.max_colwidth', None)
```

This removes the width limit so the entire explanation is shown.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
What setting do I need in Pandas to display the entire judge LLM explanation without the ...?,"Use:

```python
pd.set_option('display.max_colwidth', None)
```

This lets Pandas show the full text instead of truncating it with `...`.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"In the LLM-as-judge part of the notebook, how can I view the full content of a long text column?","Use Pandas’ column width setting:

```python
pd.set_option('display.max_colwidth', None)
```

This removes the default truncation and lets you see the full text in long columns like the **Explanation** column.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
Is there a Pandas option to stop column text from being limited to 50 characters?,"Yes — Pandas has an option for that:

```python
pd.set_option('display.max_colwidth', None)
```

By default, column text is limited to 50 characters, and setting `display.max_colwidth` to `None` allows unlimited width.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
How do I normalize vectors inside a Pandas DataFrame column?,"To normalize vectors in a Pandas DataFrame column, you can do:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

This creates a new column with each vector normalized to unit length.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
What's the easiest way to normalize each vector in a Pandas Series?,"Use a simple lambda with `np.linalg.norm`:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

series_normalized = series.apply(normalize_vec)
```

If it's a DataFrame column, the same approach applies:

```python
df[""new_col""] = df[""org_col""].apply(normalize_vec)
```","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
How can I create a new column with normalized vectors from an existing one?,"You can create a new column of normalized vectors like this:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

This applies normalization to each vector in the existing column and stores the result in a new column.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
Is there a simple NumPy-based function for vector normalization in Pandas?,"Yes. You can use a simple NumPy-based function like this:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)
```

Then apply it to a Pandas column or Series:

```python
df[""new_col""] = df[""org_col""].apply(normalize_vec)
```","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
How do I apply normalization to every vector stored in a DataFrame column?,"You can apply normalization to each vector in a DataFrame column with `apply` and `np.linalg.norm`:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

This creates a new column with the normalized vectors.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
How do I calculate the 75th percentile for a column in a Pandas DataFrame?,"You can compute it with Pandas’ `quantile()` method:

```python
quantile = df[""col""].quantile(q=0.75)
```

This gives the 75th percentile.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
What’s the Pandas way to get the 0.75 quantile of a Series?,"Use:

```python
series.quantile(q=0.75)
```

For a DataFrame column, it would be:

```python
df[""col""].quantile(q=0.75)
```","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
"How can I find a column’s percentile value in Pandas, like the 75% one?","Use `quantile()` on the column:

```python
df[""col""].quantile(q=0.75)
```

This returns the 75th percentile.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
Is there a simple function in Pandas to compute quantiles for a DataFrame column?,"Yes — Pandas has a simple built-in method for that:

```python
quantile = df[""col""].quantile(q=0.75)
```

This computes the 75th percentile of the DataFrame column.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
"How do I use Pandas to get the 75% quantile from df[""col""]?","Use:

```python
df[""col""].quantile(q=0.75)
```","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
"How do I wipe out every Docker container from the terminal, even the running ones?","Use this command to delete all Docker containers, including running ones:

```bash
docker rm -f $(docker ps -aq)
```","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
What’s the command to force-remove all Docker images on my machine?,"Use:

```bash
docker rmi -f $(docker images -q)
```

","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
How can I delete all Docker volumes in one terminal command?,"You can delete all Docker volumes with:

```bash
docker volume rm $(docker volume ls -q)
```","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
"Is there a quick way to clean up all containers, images, and volumes at once?","Yes — use these three commands:

```bash
docker rm -f $(docker ps -aq)
docker rmi -f $(docker images -q)
docker volume rm $(docker volume ls -q)
```

These remove:
- all containers, including running ones
- all images
- all volumes

I don’t know of a single one-command shortcut from the provided context.","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
What terminal commands should I run if I want to fully reset Docker and remove everything?,"Run these commands to fully reset Docker and remove everything:

```bash
docker rm -f $(docker ps -aq)
docker rmi -f $(docker images -q)
docker volume rm $(docker volume ls -q)
```

These remove all containers, images, and volumes.","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
"How do I make sure a user can only leave feedback once per submission in Streamlit, like only +1 or -1 after pressing ask?","Use `st.session_state` to track whether feedback has already been given for the current submission. According to the course note, the issue is with `st.session.submitted` getting reassigned to `True` again after one feedback button is pressed, and the fix is linked here:

[Streamlit Discuss solution](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)

So the intended behavior is:

- set `st.session_state.submitted = True` when the user presses **ask**
- disable the `+1` / `-1` feedback buttons when `st.session_state.submitted` is `False`
- make sure the feedback click updates state so it doesn’t get reset back to `True` unexpectedly

I don’t know the exact code fix from the context beyond that link.","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Why does `st.session.submitted` keep getting set back to True after I click one of the feedback buttons?,"Because `st.session.submitted` is being reassigned somewhere in your app logic after the feedback button click. The likely cause is that the code that sets `submitted = True` runs again on rerun, even though one of the feedback buttons was already pressed.

This issue is covered as a solved Streamlit Discuss thread:
https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Is there a known fix for the Streamlit session state issue where the submitted flag changes again after feedback is sent?,"Yes — this is a known Streamlit session state issue, and the suggested fix is to follow the solution in the Streamlit Discuss thread referenced in the course materials.

Link: https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
How can I disable the feedback buttons unless `st.session.submitted` is False and keep that state from resetting?,"Use the Streamlit Discuss solution referenced in the context:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

The issue is with `st.session.submitted` being reassigned to `True` again after a feedback button click, so the fix is to follow that solution to keep the session state from resetting and to control when the feedback buttons are disabled.","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Where can I find the solution for the Streamlit Discuss issue about session attributes being reassigned unexpectedly?,"You can find the solution on Streamlit Discuss here:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"Why do I get ""streamlit: executable file not found in $PATH"" when I start my app with docker-compose, even though it works locally?","This usually means your `docker-compose` setup is not using the same image/build context as your local environment.

From the context, the fix is:

1. Make sure you have a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Rebuild and start the app with:

```bash
docker-compose up --build
```

So even though it works locally, the container started by `docker-compose` likely doesn’t have `streamlit` installed or accessible in its PATH.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
